Condition,Confidence: ,Pos:,RT:,
0,,,,
,51,"(-2.0, -25.0)",1.9633557990000554,
,40,"(-37.0, -10.0)",1.1351110479990894,
,50,"(36.0, 26.0)",1.212472966999485,
,29,"(-4.0, -14.0)",2.4187117330002366,
,100,"(-46.0, 0.0)",0.6234215629992832,
,85,"(34.0, -40.0)",0.8769642829993245,
,100,"(51.0, -26.0)",0.9088580629995704,
,100,"(51.0, 9.0)",0.8660637579996546,
,50,"(-32.0, -24.0)",2.172045479999724,
,55,"(60.0, 16.0)",1.8554551229990466,
,45,"(3.0, -4.0)",1.3774509779996151,
,75,"(47.0, -21.0)",3.3820491200003744,
,98,"(-66.0, 34.0)",1.812468865999108,
,100,"(47.0, -22.0)",0.6058417889998964,
,95,"(60.0, -2.0)",1.228687920000084,
